Car_Name,Year,Selling_Price,Present_Price,Driven_kms,Fuel_Type,Selling_type,Transmission,Owner,Car_Age,Age_Group,Depreciation,Depreciation_Rate,km_Per_year,Transmission_Numeric,Is_First_Owner,Is_Diesel,Is_Automatic,Is_Dealer,Owner_Group,KM_Category
Bajaj Pulsar 220 F,2010,0.52,0.94,45000,Petrol,Individual,Manual,0,15,Mid-Age,0.41999999999999993,44.68085106382978,3000.0,1,1,0,0,0,First,Low
Bajaj Pulsar 220 F,2016,0.51,0.94,24000,Petrol,Individual,Manual,0,9,Mid-Age,0.42999999999999994,45.744680851063826,2666.6666666666665,1,1,0,0,0,First,Low
TVS Apache RTR 180,2011,0.5,0.826,6000,Petrol,Individual,Manual,0,14,Mid-Age,0.32599999999999996,39.46731234866828,428.57142857142856,1,1,0,0,0,First,Low
Hero Passion X pro,2016,0.5,0.55,31000,Petrol,Individual,Manual,0,9,Mid-Age,0.050000000000000044,9.090909090909099,3444.4444444444443,1,1,0,0,0,First,Low
Bajaj Pulsar NS 200,2012,0.5,0.99,13000,Petrol,Individual,Manual,0,13,Mid-Age,0.49,49.494949494949495,1000.0,1,1,0,0,0,First,Low
Bajaj Pulsar NS 200,2013,0.5,0.99,45000,Petrol,Individual,Manual,0,12,Mid-Age,0.49,49.494949494949495,3750.0,1,1,0,0,0,First,Low
Yamaha Fazer ,2014,0.5,0.88,8000,Petrol,Individual,Manual,0,11,Mid-Age,0.38,43.18181818181818,727.2727272727273,1,1,0,0,0,First,Low
Honda Activa 4G,2017,0.48,0.51,4300,Petrol,Individual,Automatic,0,8,Mid-Age,0.030000000000000027,5.8823529411764754,537.5,0,1,0,1,0,First,Low
TVS Sport ,2017,0.48,0.52,15000,Petrol,Individual,Manual,0,8,Mid-Age,0.040000000000000036,7.692307692307699,1875.0,1,1,0,0,0,First,Low
Yamaha FZ S V 2.0,2015,0.48,0.84,23000,Petrol,Individual,Manual,0,10,Mid-Age,0.36,42.857142857142854,2300.0,1,1,0,0,0,First,Low
Honda Dream Yuga ,2017,0.48,0.54,8600,Petrol,Individual,Manual,0,8,Mid-Age,0.06000000000000005,11.11111111111112,1075.0,1,1,0,0,0,First,Low
Honda Activa 4G,2017,0.45,0.51,4000,Petrol,Individual,Automatic,0,8,Mid-Age,0.06,11.76470588235294,500.0,0,1,0,1,0,First,Low
Bajaj Avenger Street 220,2011,0.45,0.95,24000,Petrol,Individual,Manual,0,14,Mid-Age,0.49999999999999994,52.63157894736842,1714.2857142857142,1,1,0,0,0,First,Low
TVS Apache RTR 180,2014,0.45,0.826,23000,Petrol,Individual,Manual,0,11,Mid-Age,0.37599999999999995,45.52058111380145,2090.909090909091,1,1,0,0,0,First,Low
Bajaj Pulsar NS 200,2012,0.45,0.99,14500,Petrol,Individual,Manual,0,13,Mid-Age,0.54,54.545454545454554,1115.3846153846155,1,1,0,0,0,First,Low
Bajaj Avenger 220 dtsi,2010,0.45,0.95,27000,Petrol,Individual,Manual,0,15,Mid-Age,0.49999999999999994,52.63157894736842,1800.0,1,1,0,0,0,First,Low
Hero Splender iSmart,2016,0.45,0.54,14000,Petrol,Individual,Manual,0,9,Mid-Age,0.09000000000000002,16.66666666666667,1555.5555555555557,1,1,0,0,0,First,Low
Activa 3g,2016,0.45,0.54,500,Petrol,Individual,Automatic,0,9,Mid-Age,0.09000000000000002,16.66666666666667,55.55555555555556,0,1,0,1,0,First,Low
Hero Passion Pro,2016,0.45,0.55,1000,Petrol,Individual,Manual,0,9,Mid-Age,0.10000000000000003,18.181818181818183,111.11111111111111,1,1,0,0,0,First,Low
TVS Apache RTR 160,2014,0.42,0.81,42000,Petrol,Individual,Manual,0,11,Mid-Age,0.39000000000000007,48.14814814814815,3818.181818181818,1,1,0,0,0,First,Low
Honda CB Trigger,2013,0.42,0.73,12000,Petrol,Individual,Manual,0,12,Mid-Age,0.31,42.465753424657535,1000.0,1,1,0,0,0,First,Low
Hero Splender iSmart,2015,0.4,0.54,14000,Petrol,Individual,Manual,0,10,Mid-Age,0.14,25.925925925925924,1400.0,1,1,0,0,0,First,Low
Yamaha FZ S ,2012,0.4,0.83,5500,Petrol,Individual,Manual,0,13,Mid-Age,0.42999999999999994,51.80722891566265,423.0769230769231,1,1,0,0,0,First,Low
Hero Passion Pro,2015,0.4,0.55,6700,Petrol,Individual,Manual,0,10,Mid-Age,0.15000000000000002,27.272727272727277,670.0,1,1,0,0,0,First,Low
Bajaj Pulsar 135 LS,2014,0.4,0.64,13700,Petrol,Individual,Manual,0,11,Mid-Age,0.24,37.5,1245.4545454545455,1,1,0,0,0,First,Low
Activa 4g,2017,0.4,0.51,1300,Petrol,Individual,Automatic,0,8,Mid-Age,0.10999999999999999,21.56862745098039,162.5,0,1,0,1,0,First,Low
Honda CB Unicorn,2015,0.38,0.72,38600,Petrol,Individual,Manual,0,10,Mid-Age,0.33999999999999997,47.22222222222222,3860.0,1,1,0,0,0,First,Low
Hero Honda CBZ extreme,2011,0.38,0.787,75000,Petrol,Individual,Manual,0,14,Mid-Age,0.40700000000000003,51.715374841168995,5357.142857142857,1,1,0,0,0,First,Medium
Honda Karizma,2011,0.35,1.05,30000,Petrol,Individual,Manual,0,14,Mid-Age,0.7000000000000001,66.66666666666667,2142.8571428571427,1,1,0,0,0,First,Low
Honda Activa 125,2016,0.35,0.57,24000,Petrol,Individual,Automatic,0,9,Mid-Age,0.21999999999999997,38.59649122807017,2666.6666666666665,0,1,0,1,0,First,Low
TVS Jupyter,2014,0.35,0.52,19000,Petrol,Individual,Automatic,0,11,Mid-Age,0.17000000000000004,32.6923076923077,1727.2727272727273,0,1,0,1,0,First,Low
Honda Karizma,2010,0.31,1.05,213000,Petrol,Individual,Manual,0,15,Mid-Age,0.74,70.47619047619047,14200.0,1,1,0,0,0,First,High
Hero Honda Passion Pro,2012,0.3,0.51,60000,Petrol,Individual,Manual,0,13,Mid-Age,0.21000000000000002,41.1764705882353,4615.384615384615,1,1,0,0,0,First,Medium
Hero Splender Plus,2016,0.3,0.48,50000,Petrol,Individual,Manual,0,9,Mid-Age,0.18,37.5,5555.555555555556,1,1,0,0,0,First,Medium
Honda CB Shine,2013,0.3,0.58,30000,Petrol,Individual,Manual,0,12,Mid-Age,0.27999999999999997,48.275862068965516,2500.0,1,1,0,0,0,First,Low
Bajaj Discover 100,2013,0.27,0.47,21000,Petrol,Individual,Manual,0,12,Mid-Age,0.19999999999999996,42.553191489361694,1750.0,1,1,0,0,0,First,Low
Bajaj Pulsar 150,2008,0.25,0.75,26000,Petrol,Individual,Manual,1,17,Old,0.5,66.66666666666666,1529.4117647058824,1,0,0,0,0,Second,Low
Suzuki Access 125,2008,0.25,0.58,1900,Petrol,Individual,Automatic,0,17,Old,0.32999999999999996,56.89655172413792,111.76470588235294,0,1,0,1,0,First,Low
TVS Wego,2010,0.25,0.52,22000,Petrol,Individual,Automatic,0,15,Mid-Age,0.27,51.92307692307693,1466.6666666666667,0,1,0,1,0,First,Low
Honda CB twister,2013,0.25,0.51,32000,Petrol,Individual,Manual,0,12,Mid-Age,0.26,50.98039215686274,2666.6666666666665,1,1,0,0,0,First,Low
Hero Glamour,2013,0.25,0.57,18000,Petrol,Individual,Manual,0,12,Mid-Age,0.31999999999999995,56.14035087719298,1500.0,1,1,0,0,0,First,Low
Hero Super Splendor,2005,0.2,0.57,55000,Petrol,Individual,Manual,0,20,Old,0.36999999999999994,64.91228070175438,2750.0,1,1,0,0,0,First,Medium
Bajaj Pulsar 150,2008,0.2,0.75,60000,Petrol,Individual,Manual,0,17,Old,0.55,73.33333333333334,3529.4117647058824,1,1,0,0,0,First,Medium
Bajaj Discover 125,2012,0.2,0.57,25000,Petrol,Individual,Manual,1,13,Mid-Age,0.36999999999999994,64.91228070175438,1923.076923076923,1,0,0,0,0,Second,Low
Hero Hunk,2007,0.2,0.75,49000,Petrol,Individual,Manual,1,18,Old,0.55,73.33333333333334,2722.222222222222,1,0,0,0,0,Second,Low
Hero  Ignitor Disc,2013,0.2,0.65,24000,Petrol,Individual,Manual,1,12,Mid-Age,0.45,69.23076923076923,2000.0,1,0,0,0,0,Second,Low
Hero  CBZ Xtreme,2008,0.2,0.787,50000,Petrol,Individual,Manual,0,17,Old,0.587,74.58703939008893,2941.176470588235,1,1,0,0,0,First,Medium
Bajaj  ct 100,2015,0.18,0.32,35000,Petrol,Individual,Manual,0,10,Mid-Age,0.14,43.75000000000001,3500.0,1,1,0,0,0,First,Low
Activa 3g,2008,0.17,0.52,500000,Petrol,Individual,Automatic,0,17,Old,0.35,67.3076923076923,29411.764705882353,0,1,0,1,0,First,High
Honda CB twister,2010,0.16,0.51,33000,Petrol,Individual,Manual,0,15,Mid-Age,0.35,68.62745098039214,2200.0,1,1,0,0,0,First,Low
Bajaj Discover 125,2011,0.15,0.57,35000,Petrol,Individual,Manual,1,14,Mid-Age,0.41999999999999993,73.68421052631578,2500.0,1,0,0,0,0,Second,Low
Honda CB Shine,2007,0.12,0.58,53000,Petrol,Individual,Manual,0,18,Old,0.45999999999999996,79.3103448275862,2944.4444444444443,1,1,0,0,0,First,Medium
Bajaj Pulsar 150,2006,0.1,0.75,92233,Petrol,Individual,Manual,0,19,Old,0.65,86.66666666666667,4854.368421052632,1,1,0,0,0,First,Medium
i20,2010,3.25,6.79,58000,Diesel,Dealer,Manual,1,15,Mid-Age,3.54,52.13549337260678,3866.6666666666665,1,0,1,0,1,Second,Medium
grand i10,2015,4.4,5.7,28200,Petrol,Dealer,Manual,0,10,Mid-Age,1.2999999999999998,22.807017543859644,2820.0,1,1,0,0,1,First,Low
i10,2011,2.95,4.6,53460,Petrol,Dealer,Manual,0,14,Mid-Age,1.6499999999999995,35.8695652173913,3818.5714285714284,1,1,0,0,1,First,Medium
eon,2015,2.75,4.43,28282,Petrol,Dealer,Manual,0,10,Mid-Age,1.6799999999999997,37.92325056433408,2828.2,1,1,0,0,1,First,Low
grand i10,2016,5.25,5.7,3493,Petrol,Dealer,Manual,1,9,Mid-Age,0.4500000000000002,7.8947368421052655,388.1111111111111,1,0,0,0,1,Second,Low
xcent,2017,5.75,7.13,12479,Petrol,Dealer,Manual,0,8,Mid-Age,1.38,19.35483870967742,1559.875,1,1,0,0,1,First,Low
grand i10,2015,5.15,5.7,34797,Petrol,Dealer,Automatic,0,10,Mid-Age,0.5499999999999998,9.649122807017541,3479.7,0,1,0,1,1,First,Low
i20,2017,7.9,8.1,3435,Petrol,Dealer,Manual,0,8,Mid-Age,0.1999999999999993,2.469135802469127,429.375,1,1,0,0,1,First,Low
grand i10,2015,4.85,5.7,21125,Diesel,Dealer,Manual,0,10,Mid-Age,0.8500000000000005,14.912280701754394,2112.5,1,1,1,0,1,First,Low
i10,2012,3.1,4.6,35775,Petrol,Dealer,Manual,0,13,Mid-Age,1.4999999999999996,32.60869565217391,2751.923076923077,1,1,0,0,1,First,Low
elantra,2015,11.75,14.79,43535,Diesel,Dealer,Manual,0,10,Mid-Age,3.039999999999999,20.554428668018925,4353.5,1,1,1,0,1,First,Low
creta,2016,11.25,13.6,22671,Petrol,Dealer,Manual,0,9,Mid-Age,2.3499999999999996,17.27941176470588,2519.0,1,1,0,0,1,First,Low
i20,2011,2.9,6.79,31604,Petrol,Dealer,Manual,0,14,Mid-Age,3.89,57.2901325478645,2257.4285714285716,1,1,0,0,1,First,Low
grand i10,2017,5.25,5.7,20114,Petrol,Dealer,Manual,0,8,Mid-Age,0.4500000000000002,7.8947368421052655,2514.25,1,1,0,0,1,First,Low
verna,2012,4.5,9.4,36100,Petrol,Dealer,Manual,0,13,Mid-Age,4.9,52.12765957446809,2776.923076923077,1,1,0,0,1,First,Low
eon,2016,2.9,4.43,12500,Petrol,Dealer,Manual,0,9,Mid-Age,1.5299999999999998,34.5372460496614,1388.888888888889,1,1,0,0,1,First,Low
eon,2016,3.15,4.43,15000,Petrol,Dealer,Manual,0,9,Mid-Age,1.2799999999999998,28.893905191873586,1666.6666666666667,1,1,0,0,1,First,Low
verna,2014,6.45,8.4,45078,Petrol,Dealer,Manual,0,11,Mid-Age,1.9500000000000002,23.214285714285715,4098.0,1,1,0,0,1,First,Low
verna,2012,4.5,9.4,36000,Petrol,Dealer,Manual,0,13,Mid-Age,4.9,52.12765957446809,2769.230769230769,1,1,0,0,1,First,Low
eon,2017,3.5,5.43,38488,Petrol,Dealer,Manual,0,8,Mid-Age,1.9299999999999997,35.543278084714544,4811.0,1,1,0,0,1,First,Low
i20,2013,4.5,6.79,32000,Petrol,Dealer,Automatic,0,12,Mid-Age,2.29,33.726067746686304,2666.6666666666665,0,1,0,1,1,First,Low
i20,2014,6.0,7.6,77632,Diesel,Dealer,Manual,0,11,Mid-Age,1.5999999999999996,21.052631578947363,7057.454545454545,1,1,1,0,1,First,Medium
verna,2015,8.25,9.4,61381,Diesel,Dealer,Manual,0,10,Mid-Age,1.1500000000000004,12.234042553191493,6138.1,1,1,1,0,1,First,Medium
verna,2013,5.11,9.4,36198,Petrol,Dealer,Automatic,0,12,Mid-Age,4.29,45.638297872340424,3016.5,0,1,0,1,1,First,Low
i10,2011,2.7,4.6,22517,Petrol,Dealer,Manual,0,14,Mid-Age,1.8999999999999995,41.304347826086946,1608.357142857143,1,1,0,0,1,First,Low
grand i10,2015,5.25,5.7,24678,Petrol,Dealer,Manual,0,10,Mid-Age,0.4500000000000002,7.8947368421052655,2467.8,1,1,0,0,1,First,Low
i10,2011,2.55,4.43,57000,Petrol,Dealer,Manual,0,14,Mid-Age,1.88,42.43792325056434,4071.4285714285716,1,1,0,0,1,First,Medium
verna,2012,4.95,9.4,60000,Diesel,Dealer,Manual,0,13,Mid-Age,4.45,47.340425531914896,4615.384615384615,1,1,1,0,1,First,Medium
i20,2012,3.1,6.79,52132,Diesel,Dealer,Manual,0,13,Mid-Age,3.69,54.34462444771723,4010.153846153846,1,1,1,0,1,First,Medium
verna,2013,6.15,9.4,45000,Diesel,Dealer,Manual,0,12,Mid-Age,3.25,34.57446808510638,3750.0,1,1,1,0,1,First,Low
verna,2017,9.25,9.4,15001,Petrol,Dealer,Manual,0,8,Mid-Age,0.15000000000000036,1.5957446808510676,1875.125,1,1,0,0,1,First,Low
elantra,2015,11.45,14.79,12900,Petrol,Dealer,Automatic,0,10,Mid-Age,3.34,22.58282623394185,1290.0,0,1,0,1,1,First,Low
grand i10,2013,3.9,5.7,53000,Diesel,Dealer,Manual,0,12,Mid-Age,1.8000000000000003,31.578947368421055,4416.666666666667,1,1,1,0,1,First,Medium
grand i10,2015,5.5,5.7,4492,Petrol,Dealer,Manual,0,10,Mid-Age,0.20000000000000018,3.5087719298245648,449.2,1,1,0,0,1,First,Low
verna,2017,9.1,9.4,15141,Petrol,Dealer,Manual,0,8,Mid-Age,0.3000000000000007,3.191489361702135,1892.625,1,1,0,0,1,First,Low
eon,2016,3.1,4.43,11849,Petrol,Dealer,Manual,0,9,Mid-Age,1.3299999999999996,30.022573363431142,1316.5555555555557,1,1,0,0,1,First,Low
creta,2015,11.25,13.6,68000,Diesel,Dealer,Manual,0,10,Mid-Age,2.3499999999999996,17.27941176470588,6800.0,1,1,1,0,1,First,Medium
verna,2013,4.8,9.4,60241,Petrol,Dealer,Manual,0,12,Mid-Age,4.6000000000000005,48.93617021276596,5020.083333333333,1,1,0,0,1,First,Medium
eon,2012,2.0,4.43,23709,Petrol,Dealer,Manual,0,13,Mid-Age,2.4299999999999997,54.853273137697514,1823.7692307692307,1,1,0,0,1,First,Low
verna,2012,5.35,9.4,32322,Diesel,Dealer,Manual,0,13,Mid-Age,4.050000000000001,43.08510638297873,2486.3076923076924,1,1,1,0,1,First,Low
xcent,2015,4.75,7.13,35866,Petrol,Dealer,Manual,1,10,Mid-Age,2.38,33.38008415147265,3586.6,1,0,0,0,1,Second,Low
xcent,2014,4.4,7.13,34000,Petrol,Dealer,Manual,0,11,Mid-Age,2.7299999999999995,38.28892005610098,3090.909090909091,1,1,0,0,1,First,Low
i20,2016,6.25,7.6,7000,Petrol,Dealer,Manual,0,9,Mid-Age,1.3499999999999996,17.76315789473684,777.7777777777778,1,1,0,0,1,First,Low
verna,2013,5.95,9.4,49000,Diesel,Dealer,Manual,0,12,Mid-Age,3.45,36.702127659574465,4083.3333333333335,1,1,1,0,1,First,Low
verna,2012,5.2,9.4,71000,Diesel,Dealer,Manual,0,13,Mid-Age,4.2,44.680851063829785,5461.538461538462,1,1,1,0,1,First,Medium
i20,2012,3.75,6.79,35000,Petrol,Dealer,Manual,0,13,Mid-Age,3.04,44.77172312223859,2692.3076923076924,1,1,0,0,1,First,Low
verna,2015,5.95,9.4,36000,Petrol,Dealer,Manual,0,10,Mid-Age,3.45,36.702127659574465,3600.0,1,1,0,0,1,First,Low
i10,2013,4.0,4.6,30000,Petrol,Dealer,Manual,0,12,Mid-Age,0.5999999999999996,13.04347826086956,2500.0,1,1,0,0,1,First,Low
i20,2016,5.25,7.6,17000,Petrol,Dealer,Manual,0,9,Mid-Age,2.3499999999999996,30.921052631578945,1888.888888888889,1,1,0,0,1,First,Low
creta,2016,12.9,13.6,35934,Diesel,Dealer,Manual,0,9,Mid-Age,0.6999999999999993,5.147058823529407,3992.6666666666665,1,1,1,0,1,First,Low
city,2013,5.0,9.9,56701,Petrol,Dealer,Manual,0,12,Mid-Age,4.9,49.494949494949495,4725.083333333333,1,1,0,0,1,First,Medium
brio,2015,5.4,6.82,31427,Petrol,Dealer,Automatic,0,10,Mid-Age,1.42,20.821114369501466,3142.7,0,1,0,1,1,First,Low
city,2014,7.2,9.9,48000,Diesel,Dealer,Manual,0,11,Mid-Age,2.7,27.272727272727277,4363.636363636364,1,1,1,0,1,First,Low
city,2013,5.25,9.9,54242,Petrol,Dealer,Manual,0,12,Mid-Age,4.65,46.96969696969697,4520.166666666667,1,1,0,0,1,First,Medium
brio,2012,3.0,5.35,53675,Petrol,Dealer,Manual,0,13,Mid-Age,2.3499999999999996,43.92523364485981,4128.846153846154,1,1,0,0,1,First,Medium
city,2016,10.25,13.6,49562,Petrol,Dealer,Manual,0,9,Mid-Age,3.3499999999999996,24.632352941176467,5506.888888888889,1,1,0,0,1,First,Low
city,2015,8.5,13.6,40324,Petrol,Dealer,Manual,0,10,Mid-Age,5.1,37.5,4032.4,1,1,0,0,1,First,Low
city,2015,8.4,13.6,25000,Petrol,Dealer,Manual,0,10,Mid-Age,5.199999999999999,38.23529411764706,2500.0,1,1,0,0,1,First,Low
amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual,0,11,Mid-Age,3.1,44.28571428571429,3277.6363636363635,1,1,0,0,1,First,Low
city,2016,9.15,13.6,29223,Petrol,Dealer,Manual,0,9,Mid-Age,4.449999999999999,32.720588235294116,3247.0,1,1,0,0,1,First,Low
brio,2016,5.5,5.97,5600,Petrol,Dealer,Manual,0,9,Mid-Age,0.46999999999999975,7.872696817420431,622.2222222222222,1,1,0,0,1,First,Low
amaze,2015,4.0,5.8,40023,Petrol,Dealer,Manual,0,10,Mid-Age,1.7999999999999998,31.034482758620683,4002.3,1,1,0,0,1,First,Low
jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual,0,9,Mid-Age,1.1000000000000005,14.285714285714294,1778.0,1,1,0,0,1,First,Low
amaze,2015,4.0,7.0,40026,Petrol,Dealer,Manual,0,10,Mid-Age,3.0,42.857142857142854,4002.6,1,1,0,0,1,First,Low
jazz,2017,6.5,8.7,21200,Petrol,Dealer,Manual,0,8,Mid-Age,2.1999999999999993,25.28735632183907,2650.0,1,1,0,0,1,First,Low
amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual,0,11,Mid-Age,3.35,47.85714285714286,3181.818181818182,1,1,0,0,1,First,Low
city,2016,8.35,9.4,19434,Diesel,Dealer,Manual,0,9,Mid-Age,1.0500000000000007,11.170212765957455,2159.3333333333335,1,1,1,0,1,First,Low
brio,2017,4.8,5.8,19000,Petrol,Dealer,Manual,0,8,Mid-Age,1.0,17.24137931034483,2375.0,1,1,0,0,1,First,Low
city,2015,6.7,10.0,18828,Petrol,Dealer,Manual,0,10,Mid-Age,3.3,32.99999999999999,1882.8,1,1,0,0,1,First,Low
city,2011,4.1,10.0,69341,Petrol,Dealer,Manual,0,14,Mid-Age,5.9,59.00000000000001,4952.928571428572,1,1,0,0,1,First,Medium
city,2009,3.0,10.0,69562,Petrol,Dealer,Manual,0,16,Old,7.0,70.0,4347.625,1,1,0,0,1,First,Medium
city,2015,7.5,10.0,27600,Petrol,Dealer,Manual,0,10,Mid-Age,2.5,25.0,2760.0,1,1,0,0,1,First,Low
jazz,2010,2.25,7.5,61203,Petrol,Dealer,Manual,0,15,Mid-Age,5.25,70.0,4080.2,1,1,0,0,1,First,Medium
brio,2014,5.3,6.8,16500,Petrol,Dealer,Manual,0,11,Mid-Age,1.5,22.058823529411764,1500.0,1,1,0,0,1,First,Low
city,2016,10.9,13.6,30753,Petrol,Dealer,Automatic,0,9,Mid-Age,2.6999999999999993,19.852941176470583,3417.0,0,1,0,1,1,First,Low
city,2015,8.65,13.6,24800,Petrol,Dealer,Manual,0,10,Mid-Age,4.949999999999999,36.39705882352941,2480.0,1,1,0,0,1,First,Low
city,2015,9.7,13.6,21780,Petrol,Dealer,Manual,0,10,Mid-Age,3.9000000000000004,28.676470588235297,2178.0,1,1,0,0,1,First,Low
jazz,2016,6.0,8.4,4000,Petrol,Dealer,Manual,0,9,Mid-Age,2.4000000000000004,28.571428571428577,444.44444444444446,1,1,0,0,1,First,Low
city,2014,6.25,13.6,40126,Petrol,Dealer,Manual,0,11,Mid-Age,7.35,54.04411764705882,3647.818181818182,1,1,0,0,1,First,Low
brio,2015,5.25,5.9,14465,Petrol,Dealer,Manual,0,10,Mid-Age,0.6500000000000004,11.016949152542379,1446.5,1,1,0,0,1,First,Low
city,2006,2.1,7.6,50456,Petrol,Dealer,Manual,0,19,Old,5.5,72.36842105263158,2655.5789473684213,1,1,0,0,1,First,Medium
city,2014,8.25,14.0,63000,Diesel,Dealer,Manual,0,11,Mid-Age,5.75,41.07142857142857,5727.272727272727,1,1,1,0,1,First,Medium
city,2016,8.99,11.8,9010,Petrol,Dealer,Manual,0,9,Mid-Age,2.8100000000000005,23.8135593220339,1001.1111111111111,1,1,0,0,1,First,Low
brio,2013,3.5,5.9,9800,Petrol,Dealer,Manual,0,12,Mid-Age,2.4000000000000004,40.67796610169492,816.6666666666666,1,1,0,0,1,First,Low
jazz,2016,7.4,8.5,15059,Petrol,Dealer,Automatic,0,9,Mid-Age,1.0999999999999996,12.94117647058823,1673.2222222222222,0,1,0,1,1,First,Low
jazz,2016,5.65,7.9,28569,Petrol,Dealer,Manual,0,9,Mid-Age,2.25,28.481012658227844,3174.3333333333335,1,1,0,0,1,First,Low
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic,0,10,Mid-Age,1.75,23.333333333333332,4400.0,0,1,0,1,1,First,Low
city,2015,8.4,13.6,34000,Petrol,Dealer,Manual,0,10,Mid-Age,5.199999999999999,38.23529411764706,3400.0,1,1,0,0,1,First,Low
city,2016,10.11,13.6,10980,Petrol,Dealer,Manual,0,9,Mid-Age,3.49,25.661764705882355,1220.0,1,1,0,0,1,First,Low
amaze,2014,4.5,6.4,19000,Petrol,Dealer,Manual,0,11,Mid-Age,1.9000000000000004,29.687500000000007,1727.2727272727273,1,1,0,0,1,First,Low
brio,2015,5.4,6.1,31427,Petrol,Dealer,Manual,0,10,Mid-Age,0.6999999999999993,11.475409836065563,3142.7,1,1,0,0,1,First,Low
jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual,0,9,Mid-Age,2.0,23.809523809523807,1333.3333333333333,1,1,0,0,1,First,Low
city,2010,3.25,9.9,38000,Petrol,Dealer,Manual,0,15,Mid-Age,6.65,67.17171717171718,2533.3333333333335,1,1,0,0,1,First,Low
amaze,2014,3.75,6.8,33019,Petrol,Dealer,Manual,0,11,Mid-Age,3.05,44.85294117647059,3001.7272727272725,1,1,0,0,1,First,Low
city,2015,8.55,13.09,60076,Diesel,Dealer,Manual,0,10,Mid-Age,4.539999999999999,34.682964094728796,6007.6,1,1,1,0,1,First,Medium
city,2016,9.5,11.6,33988,Diesel,Dealer,Manual,0,9,Mid-Age,2.0999999999999996,18.103448275862068,3776.4444444444443,1,1,1,0,1,First,Low
brio,2015,4.0,5.9,60000,Petrol,Dealer,Manual,0,10,Mid-Age,1.9000000000000004,32.20338983050848,6000.0,1,1,0,0,1,First,Medium
city,2009,3.35,11.0,87934,Petrol,Dealer,Manual,0,16,Old,7.65,69.54545454545455,5495.875,1,1,0,0,1,First,Medium
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual,0,8,Mid-Age,1.0,8.0,1125.0,1,1,1,0,1,First,Low
brio,2016,5.3,5.9,5464,Petrol,Dealer,Manual,0,9,Mid-Age,0.6000000000000005,10.169491525423737,607.1111111111111,1,1,0,0,1,First,Low
